195.0,355.0,273.0,304.0,243.0,283.0,391.0,228.0,257.0,234.0,
2.1457485136356653,2.1724576517930396,2.2381691993102377,2.228577574796982,2.2311338305607173,2.149220857241483,2.1885581842609105,2.1315051750948975,2.2057901657065457,2.1634589613435478,
2.1441428499903967,2.1592401918134465,2.2221026203825343,2.1965123307929737,2.2044598914000795,2.1457831700214527,2.174824860010826,2.131144661149226,2.186110898231196,2.1589464512091703,
2.1428050305045674,2.1502141927262066,2.2105611934133993,2.1741194600139124,2.1857464100689983,2.143441112825865,2.1651047312223715,2.1308853787884168,2.1727578246303403,2.155523763191595,
2.141658958827528,2.14404736381585,2.202126334765209,2.158769625656011,2.172649271118751,2.1418288753701855,2.1581157229677768,2.1306996057404533,2.1637397561639764,2.152851271928766,
2.14065201284673,2.139809630488063,2.195803452592464,2.1483877541524636,2.1634271249367223,2.140705207984237,2.1529797028956748,2.1305688463741186,2.1576285398761605,2.150703913590791,
2.1397470838383956,2.136865591163847,2.190913311012886,2.141435392096464,2.1568468681499655,2.139911212734036,2.149104679432095,2.130480668653174,2.153441722195502,2.1489318259126717,
2.1389173580080234,2.1347871489592833,2.18699961404885,2.136816740211561,2.152060769540754,2.1393421562627712,2.1460948223608174,2.1304266216622683,2.1505215581525423,2.1474344347348686,
2.1381428836363043,2.133288416353917,2.1837588147779297,2.1337712947467953,2.1484962617786367,2.1389288436536513,2.14368624573848,2.1304008678152364,2.148435285381069,2.1461435116942202,
2.1374083010025533,2.13217951818511,2.1809899816296987,2.1317800841183896,2.145770368226462,2.138625383694681,2.141702873458323,2.130399286369289,2.146901192059201,2.145012129677129,
2.136701330537223,2.1313347473368016,2.178560265698198,2.1304928214517735,2.143627979870061,2.1384011775542637,2.140026755304967,2.1304188869965994,2.1457369648602604,2.1440074649964598,
2.136011756504081,2.130671005355973,2.176381640116509,2.1296747519871198,2.141899151170052,2.13823567972324,2.1385783461437606,2.1304574268923324,2.144824870393808,2.14310609903001,
2.135330735444923,2.1301333703611602,2.1743954516065767,2.1291692711548262,2.1404702691472677,2.1381149720291455,2.13730349115687,2.1305131612156125,2.1440888030067278,2.142290941958724,
2.13465031815461,2.1296855051145744,2.172562252345327,2.1288722186398417,2.1392648688218907,2.138029521304529,2.136164863434173,2.130584680688146,2.143479368299039,2.141549209749418,
2.1339631125268976,2.129303311098454,2.1708551455378573,2.128714448269016,2.1382309739382204,2.1379727093792367,2.135136335239292,2.1306708060360924,2.142964276157465,2.14087108620627,
2.1332620396365995,2.128970742403378,2.1692554460314364,2.128650113973736,2.1373327808144786,2.137939867163017,2.134199274815864,2.130770519410848,2.1425221880048744,2.140248831823982,
2.132540151692946,2.1286770495531093,2.167749856521046,2.128648841636645,2.1365452055994405,2.137927638056076,2.1333401051184655,2.1308829197979797,2.1421387890757293,2.1396761850880006,
2.1317904911052956,2.128414967042992,2.16632863190629,2.1286905165485828,2.1358503092886005,2.137933556832983,2.1325486895751866,2.1310071939375286,2.141804284883966,2.1391479560406403,
2.131005976841792,2.1281795224374607,2.164984386225997,2.128761820475094,2.135234950804773,2.1379557697885168,2.131817260447037,2.1311425972383926,2.1415118056898432,2.138659746925315,
